pos_x,pos_y,target_speed
-17.800281524658203,-164.1489715576172,80.0
-19.29391860961914,-163.9999237060547,80.0
-20.787574768066406,-163.8509979248047,80.0
-22.28120422363281,-163.7023162841797,80.0
-23.774831771850582,-163.5536346435547,80.0
-25.268415451049805,-163.4047393798828,80.0
-26.7618350982666,-163.2556915283203,80.0
-28.2548885345459,-163.1066436767578,80.0
-29.74748420715332,-162.95753479003906,80.0
-31.363710403442383,-162.7957763671875,80.0
-32.97895812988281,-162.63385009765625,80.0
-34.59283447265625,-162.4716033935547,80.0
-36.20531463623047,-162.30967712402344,80.0
-37.816287994384766,-162.14828491210938,80.0
-39.425743103027344,-161.9879608154297,80.0
-41.033599853515625,-161.82894897460938,80.0
-42.640079498291016,-161.6718292236328,80.0
-44.24551010131836,-161.51669311523438,80.0
-45.85011291503906,-161.36366271972656,80.0
-47.453914642333984,-161.21287536621094,80.0
-49.056907653808594,-161.06423950195312,80.0
-50.65903091430664,-160.91775512695312,80.0
-52.26039505004883,-160.7734375,80.0
-53.86116409301758,-160.63111877441406,80.0
-55.46143341064453,-160.4906463623047,80.0
-57.06120681762695,-160.35198974609375,80.0
-58.66039657592773,-160.21536254882812,80.0
-60.25879669189453,-160.08070373535156,80.0
-61.85622024536133,-159.94813537597656,80.0
-63.45267868041992,-159.81753540039062,80.0
-65.04815673828125,-159.68838500976562,80.0
-66.64266204833984,-159.55979919433594,80.0
-68.23603820800781,-159.4314422607422,80.0
-69.82823944091797,-159.30361938476562,80.0
-71.41930389404297,-159.17669677734375,80.0
-73.00922393798828,-159.05084228515625,80.0
-74.59803771972656,-158.92581176757812,80.0
-76.18574523925781,-158.80126953125,80.0
-77.7723159790039,-158.67709350585938,80.0
-79.35771179199219,-158.55335998535156,80.0
-80.94197082519531,-158.429931640625,80.0
-82.52501678466797,-158.30645751953125,80.0
-84.10680389404297,-158.1826934814453,80.0
-85.68733978271484,-158.05880737304688,80.0
-87.26673126220703,-157.93482971191406,80.0
-88.84495544433594,-157.81085205078125,80.0
-90.42201232910156,-157.68701171875,80.0
-91.99787139892578,-157.56333923339844,80.0
-93.57273864746094,-157.4398193359375,80.0
-95.14662170410156,-157.31605529785156,80.0
-96.71961975097656,-157.19223022460938,80.0
-98.29167938232422,-157.0685272216797,80.0
